Freq,Magnitude
0.000000000000000000e+00,6.426000000000000000e+03
1.556178026766262133e-04,4.097284469493819188e+02
3.112356053532524267e-04,2.441087086405217121e+02
4.668534080298786400e-04,1.245253229465640459e+02
6.224712107065048534e-04,1.388761792280371310e+02
7.780890133831310125e-04,6.940128769065728420e+01
9.337068160597572801e-04,1.435024593794997827e+02
1.089324618736383548e-03,7.036715928007023990e+01
1.244942421413009707e-03,1.013203114308991388e+02
1.400560224089635866e-03,1.208006617605757356e+02
1.556178026766262025e-03,1.210041640026073964e+02
1.711795829442888401e-03,6.492396786414900589e+01
1.867413632119514560e-03,6.453412914568305325e+01
2.023031434796140719e-03,8.420223956630239570e+01
2.178649237472767095e-03,8.654694433242761420e+01
2.334267040149393038e-03,1.117674454688047234e+02
2.489884842826019413e-03,9.201838645521517890e+01
2.645502645502645789e-03,9.544662522691062634e+01
2.801120448179271732e-03,1.447095123126099168e+02
2.956738250855898108e-03,1.047446096770552515e+02
3.112356053532524050e-03,1.339986193823240228e+02
3.267973856209150426e-03,1.162946309057605561e+02
3.423591658885776802e-03,1.333878146644818230e+02
3.579209461562402744e-03,1.004659126520350583e+02
3.734827264239029120e-03,8.746626184919618652e+01
3.890445066915655496e-03,4.022412056966394545e+01
4.046062869592281439e-03,7.206981306431869427e+01
4.201680672268907381e-03,5.993520389783841296e+01
4.357298474945534190e-03,1.189635753866196382e+02
4.512916277622160133e-03,1.147594520310969983e+02
4.668534080298786075e-03,1.035712512434236316e+02
4.824151882975412885e-03,9.547378754792183031e+01
4.979769685652038827e-03,1.021983740556507172e+02
5.135387488328664769e-03,9.660276023066288076e+01
5.291005291005291579e-03,7.962261133343648112e+01
5.446623093681917521e-03,1.331975354984684827e+02
5.602240896358543464e-03,7.826900699740096456e+01
5.757858699035170273e-03,9.436051280378960371e+01
5.913476501711796215e-03,1.460745684425242530e+02
6.069094304388422158e-03,1.628166727067738577e+02
6.224712107065048100e-03,1.151396451614370875e+02
6.380329909741674910e-03,1.254903747533876697e+02
6.535947712418300852e-03,7.364181865495869772e+01
6.691565515094926794e-03,6.681545534709390211e+01
6.847183317771553604e-03,9.088852080976491266e+01
7.002801120448179546e-03,9.913592252530233395e+01
7.158418923124805489e-03,4.910498365765087669e+01
7.314036725801432298e-03,7.529728448451879785e+01
7.469654528478058240e-03,3.915447549198853494e+01
7.625272331154684183e-03,1.483206894410997165e+02
7.780890133831310992e-03,7.219210480402847452e+01
7.936507936507936067e-03,8.696900696751683313e+01
8.092125739184562877e-03,7.335236180003111883e+01
8.247743541861189687e-03,8.219888111795916075e+01
8.403361344537814762e-03,1.409307038396017617e+02
8.558979147214441571e-03,1.341787030910861063e+02
8.714596949891068381e-03,1.370054768728711565e+02
8.870214752567693456e-03,1.308339080841146256e+02
9.025832555244320266e-03,1.107111540630472746e+02
9.181450357920947075e-03,8.293932530672672954e+01
9.337068160597572150e-03,3.576963977880647860e+01
9.492685963274198960e-03,7.066014806083130395e+01
9.648303765950825769e-03,1.501227469897111177e+02
9.803921568627450844e-03,1.192366466792495316e+02
9.959539371304077654e-03,1.339617301305501087e+02
1.011515717398070446e-02,6.550826696905056679e+01
1.027077497665732954e-02,1.152234419971534578e+02
1.042639277933395635e-02,1.417019257620187318e+02
1.058201058201058316e-02,1.317339337221349069e+02
1.073762838468720823e-02,4.497155718510347100e+01
1.089324618736383504e-02,1.012196355231152296e+02
1.104886399004046185e-02,5.879358600106627364e+01
1.120448179271708693e-02,6.310384278383704526e+01
1.136009959539371374e-02,1.040292266494198117e+02
1.151571739807034055e-02,1.694162093989750701e+02
1.167133520074696562e-02,6.858142226152001797e+01
1.182695300342359243e-02,7.397636778479200359e+01
1.198257080610021924e-02,6.405616251766831226e+01
1.213818860877684432e-02,1.130302613596926449e+02
1.229380641145347113e-02,8.770638257517684622e+01
1.244942421413009620e-02,1.004523768203557950e+02
1.260504201680672301e-02,9.489567050122074932e+01
1.276065981948334982e-02,7.928094235011599267e+01
1.291627762215997489e-02,8.387182063200792470e+01
1.307189542483660170e-02,9.220332981582555476e+01
1.322751322751322851e-02,1.189238085828720273e+02
1.338313103018985359e-02,1.213715318854983423e+02
1.353874883286648040e-02,6.728405948281665871e+01
1.369436663554310721e-02,1.183531120619539081e+02
1.384998443821973228e-02,9.029801522101107025e+01
1.400560224089635909e-02,1.203256242147085686e+02
1.416122004357298590e-02,9.481172032987508658e+01
1.431683784624961098e-02,1.152759168031172692e+02
1.447245564892623779e-02,1.037036579438931767e+02
1.462807345160286460e-02,1.211135958699845787e+02
1.478369125427948967e-02,1.086187872105298595e+02
1.493930905695611648e-02,1.524466668636608233e+02
1.509492685963274329e-02,1.567678923253653522e+02
1.525054466230936837e-02,1.031415594710143324e+02
1.540616246498599518e-02,7.546066975041905778e+01
1.556178026766262198e-02,1.220395391985588560e+02
1.571739807033924879e-02,1.948270709875595799e+02
1.587301587301587213e-02,1.660055246538633469e+02
1.602863367569249894e-02,8.060103620492158427e+01
1.618425147836912575e-02,1.313984582725796599e+02
1.633986928104575256e-02,7.616777042359494487e+01
1.649548708372237937e-02,1.764885951969705218e+02
1.665110488639900618e-02,1.802132540345529605e+02
1.680672268907562952e-02,8.071551283526387977e+01
1.696234049175225633e-02,1.583249602979337283e+02
1.711795829442888314e-02,1.250745050874279798e+02
1.727357609710550995e-02,8.103959945887852712e+01
1.742919389978213676e-02,1.686930687261806554e+02
1.758481170245876357e-02,1.541467614441759508e+02
1.774042950513538691e-02,1.027237193581339341e+02
1.789604730781201372e-02,1.673475323849352492e+02
1.805166511048864053e-02,2.457366432983513960e+02
1.820728291316526734e-02,1.995092742908854859e+02
1.836290071584189415e-02,5.960722230535667450e+02
1.851851851851852096e-02,4.745566771800615697e+02
1.867413632119514430e-02,3.064836615208040485e+02
1.882975412387177111e-02,1.741019761102444932e+02
1.898537192654839792e-02,2.355657452321149492e+02
1.914098972922502473e-02,1.414621431833588190e+02
1.929660753190165154e-02,6.313423373441005282e+01
1.945222533457827835e-02,8.948185173874223608e+01
1.960784313725490169e-02,6.565570407820963794e+01
1.976346093993152850e-02,1.227221791108219975e+02
1.991907874260815531e-02,4.526966194374471542e+01
2.007469654528478212e-02,1.622326316258479437e+02
2.023031434796140893e-02,1.145328687511294135e+02
2.038593215063803227e-02,1.158266678055302918e+02
2.054154995331465908e-02,1.227257170569944549e+02
2.069716775599128589e-02,1.045651009019430404e+02
2.085278555866791270e-02,8.372203612075803392e+01
2.100840336134453951e-02,1.046140797813497869e+02
2.116402116402116632e-02,1.298379811484909681e+02
2.131963896669778966e-02,1.352555335664370944e+02
2.147525676937441647e-02,5.802038714436793754e+01
2.163087457205104328e-02,1.649588376433509325e+02
2.178649237472767008e-02,9.418931649881297119e+01
2.194211017740429689e-02,5.849674330447934523e+01
2.209772798008092370e-02,1.029241376256812543e+02
2.225334578275754704e-02,7.734023389994140985e+01
2.240896358543417385e-02,1.058695066942238299e+02
2.256458138811080066e-02,8.129071807401291494e+01
2.272019919078742747e-02,3.839452084726504211e+01
2.287581699346405428e-02,7.427006177564570066e+01
2.303143479614068109e-02,7.031494658362056782e+01
2.318705259881730443e-02,1.398981842379133411e+02
2.334267040149393124e-02,1.158174750242730795e+02
2.349828820417055805e-02,1.321969969061269694e+02
2.365390600684718486e-02,6.847160520885446999e+01
2.380952380952381167e-02,7.616709326764419075e+01
2.396514161220043848e-02,1.373831237579138929e+02
2.412075941487706182e-02,1.448729872753130223e+02
2.427637721755368863e-02,1.273103767030613085e+02
2.443199502023031544e-02,8.440738117837338450e+01
2.458761282290694225e-02,1.849405024862988398e+02
2.474323062558356906e-02,1.501128755424292365e+02
2.489884842826019240e-02,1.154158287466651416e+02
2.505446623093681921e-02,5.131401400802468515e+01
2.521008403361344602e-02,1.031890322138723945e+02
2.536570183629007283e-02,1.133736679631282129e+02
2.552131963896669964e-02,7.700633978296905013e+01
2.567693744164332645e-02,1.294543254497620524e+02
2.583255524431994979e-02,1.332512579952472720e+02
2.598817304699657660e-02,9.016509673225498034e+01
2.614379084967320341e-02,1.041599045138112700e+02
2.629940865234983022e-02,1.597508548886635822e+02
2.645502645502645703e-02,1.520749000922044161e+02
2.661064425770308384e-02,1.316387020778607280e+02
2.676626206037970718e-02,8.863303191817358595e+01
2.692187986305633399e-02,5.896557482849138410e+01
2.707749766573296080e-02,1.493571538318041405e+02
2.723311546840958761e-02,7.021082010647251082e+01
2.738873327108621442e-02,1.237544095674734450e+02
2.754435107376284123e-02,1.060910042564539708e+02
2.769996887643946457e-02,1.606469070890406385e+02
2.785558667911609138e-02,9.447653193300303087e+01
2.801120448179271819e-02,6.187174651259183378e+01
2.816682228446934499e-02,9.843052011994022621e+01
2.832244008714597180e-02,6.797112439392871863e+01
2.847805788982259861e-02,8.495566871129071274e+01
2.863367569249922195e-02,7.674238655299302536e+01
2.878929349517584876e-02,1.134789121630869602e+02
2.894491129785247557e-02,8.440927604210247637e+01
2.910052910052910238e-02,1.181731916632747215e+02
2.925614690320572919e-02,1.250103162633366480e+02
2.941176470588235600e-02,1.338300397490728244e+02
2.956738250855897934e-02,9.129458369264801831e+01
2.972300031123560615e-02,1.169437389076304328e+02
2.987861811391223296e-02,9.507209323362603470e+01
3.003423591658885977e-02,6.734267192519338607e+01
3.018985371926548658e-02,8.115347101434583976e+01
3.034547152194210992e-02,1.688635076121013014e+02
3.050108932461873673e-02,1.334624892874133479e+02
3.065670712729536354e-02,1.080201979545973217e+02
3.081232492997199035e-02,1.144338992386462479e+02
3.096794273264861716e-02,7.809940559802785742e+01
3.112356053532524397e-02,7.450274663465552294e+01
3.127917833800186731e-02,4.908353695579015152e+01
3.143479614067849759e-02,9.260645278608484432e+01
3.159041394335512093e-02,1.070497815267638515e+02
3.174603174603174427e-02,1.241460956692126558e+02
3.190164954870837455e-02,1.494574439675605504e+02
3.205726735138499789e-02,7.064917548868328367e+01
3.221288515406162817e-02,9.192643526662523357e+01
3.236850295673825151e-02,1.013375521905808228e+02
3.252412075941488179e-02,1.283268125486706595e+02
3.267973856209150513e-02,1.128343705904337355e+02
3.283535636476812847e-02,7.826166071996217966e+01
3.299097416744475875e-02,5.630745309270216126e+01
3.314659197012138209e-02,1.072350796377018014e+02
3.330220977279801237e-02,5.296386717003069577e+01
3.345782757547463571e-02,1.008092671761560553e+02
3.361344537815125905e-02,1.385471902796626296e+02
3.376906318082788933e-02,1.259621146080169467e+02
3.392468098350451267e-02,2.812593201128844811e+01
3.408029878618114294e-02,1.082415050267025407e+02
3.423591658885776629e-02,9.914270620246161059e+01
3.439153439153439656e-02,1.111587373576545161e+02
3.454715219421101990e-02,7.266452416386569269e+01
3.470276999688764324e-02,1.051748579043633498e+02
3.485838779956427352e-02,1.178383128660428127e+02
3.501400560224089686e-02,9.749812847274930050e+01
3.516962340491752714e-02,9.545707855637216710e+01
3.532524120759415048e-02,9.358001524169468155e+01
3.548085901027077382e-02,1.550567544301963494e+02
3.563647681294740410e-02,1.134158687225813367e+02
3.579209461562402744e-02,1.223274939997349833e+02
3.594771241830065772e-02,7.261269306387083589e+01
3.610333022097728106e-02,1.507586068842609563e+02
3.625894802365390440e-02,1.245936823048420763e+02
3.641456582633053468e-02,1.619863232509787281e+02
3.657018362900715802e-02,2.583503993977259938e+02
3.672580143168378830e-02,2.654393663165489556e+02
3.688141923436041164e-02,2.599376309072699200e+02
3.703703703703704192e-02,3.496838862321372403e+02
3.719265483971366526e-02,3.031961244698503606e+02
3.734827264239028860e-02,1.123748189858822286e+02
3.750389044506691888e-02,9.925091130648054616e+01
3.765950824774354222e-02,1.093772956803894090e+02
3.781512605042017250e-02,1.431310614563295758e+02
3.797074385309679584e-02,1.150905687337410228e+02
3.812636165577341918e-02,1.558617628504045456e+02
3.828197945845004946e-02,1.694596969289832771e+02
3.843759726112667280e-02,1.548668596640893043e+02
3.859321506380330308e-02,9.056674756670912529e+01
3.874883286647992642e-02,1.052068345627895951e+02
3.890445066915655670e-02,5.547783788846645336e+01
3.906006847183318004e-02,1.264850622624499721e+02
3.921568627450980338e-02,1.255249716932252255e+02
3.937130407718643366e-02,1.153679678505063180e+02
3.952692187986305700e-02,1.372974164627418929e+02
3.968253968253968728e-02,1.307704644475036275e+02
3.983815748521631062e-02,1.058106982173760855e+02
3.999377528789293396e-02,1.430910046889161436e+02
4.014939309056956424e-02,9.722109779927124862e+01
4.030501089324618758e-02,1.061290086986864623e+02
4.046062869592281785e-02,9.247107897860891512e+01
4.061624649859944119e-02,8.441600079200522089e+01
4.077186430127606453e-02,8.701029407313528452e+01
4.092748210395269481e-02,1.201755015998374319e+02
4.108309990662931815e-02,6.359370039957482845e+01
4.123871770930594843e-02,1.160512991647126455e+02
4.139433551198257177e-02,1.236179279207854051e+02
4.154995331465920205e-02,5.310088841814259553e+01
4.170557111733582539e-02,8.050006533013382182e+01
4.186118892001244873e-02,6.473435496694136759e+01
4.201680672268907901e-02,1.148080247039454207e+02
4.217242452536570235e-02,8.152125042237921093e+01
4.232804232804233263e-02,1.594798988719706756e+02
4.248366013071895597e-02,1.194956854960560975e+02
4.263927793339557931e-02,3.956671795850098761e+01
4.279489573607220959e-02,1.185983177383414642e+02
4.295051353874883293e-02,5.925452016072924266e+01
4.310613134142546321e-02,9.593193863921052866e+01
4.326174914410208655e-02,1.069120245723871960e+02
4.341736694677871683e-02,6.563540609653463775e+01
4.357298474945534017e-02,1.108655927600860593e+02
4.372860255213196351e-02,6.354390794761371097e+01
4.388422035480859379e-02,5.705133901289020315e+01
4.403983815748521713e-02,5.759659695647383160e+01
4.419545596016184741e-02,7.468803670363982405e+01
4.435107376283847075e-02,1.046514499949305161e+02
4.450669156551509409e-02,1.656965873466065489e+02
4.466230936819172437e-02,1.363299388502894374e+02
4.481792717086834771e-02,1.189003785757033143e+02
4.497354497354497799e-02,5.861581126783667628e+01
4.512916277622160133e-02,1.169620495023537359e+02
4.528478057889822467e-02,8.549742359766725031e+01
4.544039838157485495e-02,1.108693080661437875e+02
4.559601618425147829e-02,6.870588518660434829e+01
4.575163398692810857e-02,1.453184812057056376e+02
4.590725178960473191e-02,1.170944157153819560e+02
4.606286959228136219e-02,1.518683164298336692e+02
4.621848739495798553e-02,8.117512461626033371e+01
4.637410519763460887e-02,1.510175126861828971e+02
4.652972300031123914e-02,8.523774576174957929e+01
4.668534080298786249e-02,1.176458101412801227e+02
4.684095860566449276e-02,1.711101629432068023e+02
4.699657640834111610e-02,9.802111761007455470e+01
4.715219421101773944e-02,1.313285781620764965e+02
4.730781201369436972e-02,1.091572446990085155e+02
4.746342981637099306e-02,7.166753873881501136e+01
4.761904761904762334e-02,7.748648216875625394e+01
4.777466542172424668e-02,6.970683384443910313e+01
4.793028322440087696e-02,6.461028333726098083e+01
4.808590102707750030e-02,1.096053538527471716e+02
4.824151882975412364e-02,6.090962762509180095e+01
4.839713663243075392e-02,7.250003498705771676e+01
4.855275443510737726e-02,1.139909323926910076e+02
4.870837223778400754e-02,1.190492919151019180e+02
4.886399004046063088e-02,1.628221828027238871e+02
