Freq,Magnitude
0.000000000000000000e+00,5.613000000000000909e+03
1.781578478531979366e-04,1.240571185381636781e+02
3.563156957063958732e-04,1.299446642666594585e+02
5.344735435595937556e-04,9.360279274877677835e+01
7.126313914127917464e-04,9.279739945830300485e+01
8.907892392659897372e-04,1.303205256549401838e+02
1.068947087119187511e-03,1.086535002050025867e+02
1.247104934972385502e-03,7.464099026527958358e+01
1.425262782825583493e-03,1.083110093425791831e+02
1.603420630678781484e-03,1.297686016627519621e+02
1.781578478531979474e-03,8.145409987441543365e+01
1.959736326385177248e-03,8.431739139234977642e+01
2.137894174238375022e-03,1.077177683069378986e+02
2.316052022091573230e-03,9.179087767533602005e+01
2.494209869944771004e-03,9.064299453662687256e+01
2.672367717797969212e-03,8.807193374834926658e+01
2.850525565651166986e-03,1.055310185677651020e+02
3.028683413504364760e-03,9.037667773781790004e+01
3.206841261357562967e-03,7.551464311048236766e+01
3.384999109210760741e-03,7.143071165689671886e+01
3.563156957063958949e-03,6.873943224358400528e+01
3.741314804917156723e-03,7.192732690238381110e+01
3.919472652770354497e-03,6.851770445344745042e+01
4.097630500623552705e-03,6.615882753086597745e+01
4.275788348476750045e-03,8.698807569177691335e+01
4.453946196329948252e-03,9.226531506833008223e+01
4.632104044183146460e-03,6.669729801275600778e+01
4.810261892036344668e-03,7.652283539408647073e+01
4.988419739889542008e-03,6.742660254893390004e+01
5.166577587742740216e-03,9.084286736315367250e+01
5.344735435595938423e-03,7.336386813684200092e+01
5.522893283449135764e-03,4.707121674688697510e+01
5.701051131302333971e-03,5.847429107841355034e+01
5.879208979155532179e-03,7.356152080051666076e+01
6.057366827008729519e-03,5.627857377858968846e+01
6.235524674861927727e-03,6.610485113110711097e+01
6.413682522715125935e-03,5.943745160231253521e+01
6.591840370568323275e-03,3.912321532039577932e+01
6.769998218421521483e-03,4.907782930172800206e+01
6.948156066274719690e-03,4.641812958066537931e+01
7.126313914127917898e-03,5.322840379735330174e+01
7.304471761981115238e-03,4.808788204230046404e+01
7.482629609834313446e-03,4.827972894382058655e+01
7.660787457687511653e-03,4.733077844281274338e+01
7.838945305540708994e-03,4.108596002815416881e+01
8.017103153393906334e-03,6.648653917104839195e+01
8.195261001247105409e-03,7.376339853352563125e+01
8.373418849100302749e-03,5.442381669198118743e+01
8.551576696953500090e-03,5.009341241356059271e+01
8.729734544806699165e-03,5.968306550357543472e+01
8.907892392659896505e-03,5.525947855925922170e+01
9.086050240513095580e-03,5.288609042700376506e+01
9.264208088366292920e-03,3.581330668363369796e+01
9.442365936219490261e-03,3.582555124703680605e+01
9.620523784072689336e-03,3.974830215663787669e+01
9.798681631925886676e-03,3.376607889480968083e+01
9.976839479779084016e-03,4.538057050030457162e+01
1.015499732763228309e-02,5.368231161710866672e+01
1.033315517548548043e-02,5.494495068990725883e+01
1.051131302333867777e-02,6.525760805289868927e+01
1.068947087119187685e-02,7.639378406956441836e+01
1.086762871904507419e-02,3.722268422260890475e+01
1.104578656689827153e-02,7.275815684941471773e+01
1.122394441475147060e-02,4.501235598121829184e+01
1.140210226260466794e-02,3.069327416069388548e+01
1.158026011045786528e-02,5.954182949001018699e+01
1.175841795831106436e-02,4.483666583709144504e+01
1.193657580616426170e-02,2.736521008665035026e+01
1.211473365401745904e-02,3.145771057809020732e+01
1.229289150187065811e-02,6.311422058214988340e+01
1.247104934972385545e-02,4.938340355460655928e+01
1.264920719757705279e-02,5.633989346747868154e+01
1.282736504543025187e-02,5.300388052854637522e+01
1.300552289328344921e-02,5.287774467294792657e+01
1.318368074113664655e-02,3.767743053311686907e+01
1.336183858898984562e-02,7.769749517366693681e+01
1.353999643684304297e-02,8.857454374417255849e+01
1.371815428469624031e-02,7.490661575835132169e+01
1.389631213254943938e-02,3.694065584110754941e+01
1.407446998040263672e-02,5.111004540462577950e+01
1.425262782825583580e-02,7.035329216609257230e+01
1.443078567610903314e-02,4.468007816304044155e+01
1.460894352396223048e-02,6.984731764652769925e+01
1.478710137181542955e-02,2.609914065008142714e+01
1.496525921966862689e-02,6.627560243895864289e+01
1.514341706752182423e-02,4.549789852709105986e+01
1.532157491537502331e-02,3.956624206258028664e+01
1.549973276322822065e-02,4.477073601178633311e+01
1.567789061108141799e-02,6.805277899401254160e+01
1.585604845893461706e-02,6.000260177048312471e+01
1.603420630678781267e-02,4.113913180056579932e+01
1.621236415464101174e-02,5.359717531203281737e+01
1.639052200249421082e-02,3.025497413539857305e+01
1.656867985034740642e-02,2.757398144886830949e+01
1.674683769820060550e-02,5.416030339988549969e+01
1.692499554605380457e-02,4.164876112195492652e+01
1.710315339390700018e-02,2.390607647807499703e+01
1.728131124176019925e-02,6.197891606910230422e+01
1.745946908961339833e-02,8.020535835580250250e+01
1.763762693746659740e-02,4.154752791665244871e+01
1.781578478531979301e-02,6.811618092197542751e+01
1.799394263317299208e-02,7.458772088372491282e+01
1.817210048102619116e-02,7.341342993075963363e+01
1.835025832887938677e-02,5.330261921623988997e+01
1.852841617673258584e-02,7.456339175444347234e+01
1.870657402458578492e-02,5.560422883675712313e+01
1.888473187243898052e-02,3.089807457236891253e+01
1.906288972029217960e-02,3.897529422570180202e+01
