Freq,Magnitude
0.000000000000000000e+00,5.109000000000000000e+03
1.957330201605010807e-04,7.370793762186997355e+02
3.914660403210021614e-04,5.913643826321138022e+02
5.871990604815032150e-04,4.274072635108116174e+02
7.829320806420043228e-04,2.674484146051360085e+02
9.786651008025053222e-04,1.561910919643184741e+02
1.174398120963006430e-03,1.745421399949806869e+02
1.370131141123507538e-03,2.006711555700389056e+02
1.565864161284008646e-03,2.131558354014626389e+02
1.761597181444509753e-03,1.634730969682659634e+02
1.957330201605010644e-03,1.053146256863680605e+02
2.153063221765511969e-03,6.721246211915232038e+01
2.348796241926012860e-03,4.831271106498360268e+01
2.544529262086514185e-03,4.313849196965938404e+01
2.740262282247015076e-03,5.498578756744964835e+01
2.935995302407516400e-03,5.810155301136591532e+01
3.131728322568017291e-03,6.608938234240862641e+01
3.327461342728518182e-03,8.526108495726241188e+01
3.523194362889019507e-03,1.148837134643008540e+02
3.718927383049520398e-03,1.646731453561100409e+02
3.914660403210021289e-03,1.560352659542766105e+02
4.110393423370523047e-03,1.295857683761352632e+02
4.306126443531023938e-03,1.078229463164194897e+02
4.501859463691524829e-03,8.863617482666714409e+01
4.697592483852025720e-03,5.327771164047314301e+01
4.893325504012526611e-03,7.120511785444774944e+01
5.089058524173028369e-03,5.543092147170428774e+01
5.284791544333529260e-03,3.565752591820849204e+01
5.480524564494030151e-03,3.592999372992881035e+01
5.676257584654531042e-03,3.782127106612130518e+01
5.871990604815032801e-03,6.961523433000971295e+01
6.067723624975533692e-03,9.371535844094360357e+01
6.263456645136034583e-03,9.802080130235329136e+01
6.459189665296535474e-03,9.022983326432742501e+01
6.654922685457036365e-03,9.087255417484541908e+01
6.850655705617538123e-03,4.395177581265232902e+01
7.046388725778039014e-03,4.402064089615798537e+01
7.242121745938539905e-03,6.000955693800817414e+01
7.437854766099040796e-03,7.734015940359469710e+01
7.633587786259542554e-03,7.269016324975532939e+01
7.829320806420042578e-03,5.092811240859619204e+01
8.025053826580544336e-03,4.723656628245548461e+01
8.220786846741046094e-03,7.567012624093010231e+01
8.416519866901546118e-03,8.053352345626743158e+01
8.612252887062047876e-03,9.607123464432908122e+01
8.807985907222547900e-03,1.034007348203592755e+02
9.003718927383049658e-03,7.552118218124725502e+01
9.199451947543551417e-03,3.524782484175359798e+01
9.395184967704051440e-03,3.635529413773734575e+01
9.590917987864553199e-03,4.375212796868197529e+01
9.786651008025053222e-03,5.289323984760549280e+01
9.982384028185554981e-03,5.289130506741740589e+01
1.017811704834605674e-02,4.737562722832256412e+01
1.037385006850655676e-02,5.511910627645364968e+01
1.056958308866705852e-02,6.028428627695745945e+01
1.076531610882756028e-02,7.203008024179506208e+01
1.096104912898806030e-02,3.933300538301944727e+01
1.115678214914856206e-02,3.528072170986937550e+01
1.135251516930906208e-02,3.495394723615137877e+01
1.154824818946956384e-02,4.414565758465101908e+01
1.174398120963006560e-02,6.486786941452849931e+01
1.193971422979056562e-02,6.719174116952071074e+01
1.213544724995106738e-02,6.027738962405032908e+01
1.233118027011156741e-02,4.446692229509346106e+01
1.252691329027206917e-02,5.119899384318848945e+01
1.272264631043257092e-02,5.070626636476308846e+01
1.291837933059307095e-02,6.311530844248518690e+01
1.311411235075357271e-02,4.266538358433975731e+01
1.330984537091407273e-02,3.075904175505668547e+01
1.350557839107457449e-02,5.328572691678181172e+01
1.370131141123507625e-02,3.362487065821809296e+01
1.389704443139557627e-02,3.434100969032540718e+01
1.409277745155607803e-02,3.476003558865328102e+01
1.428851047171657805e-02,1.655346238845294948e+01
1.448424349187707981e-02,3.316090906167813301e+01
1.467997651203758157e-02,2.608216130011223299e+01
1.487570953219808159e-02,4.098398935075179850e+01
1.507144255235858335e-02,4.116677349812284348e+01
1.526717557251908511e-02,5.855362769194911721e+01
1.546290859267958513e-02,6.865129655456573232e+01
1.565864161284008516e-02,5.632088262663489786e+01
1.585437463300058691e-02,5.137713147297154848e+01
1.605010765316108867e-02,5.488123207042029605e+01
1.624584067332159043e-02,5.759808423691128354e+01
1.644157369348209219e-02,4.299287133711086284e+01
1.663730671364259048e-02,3.269365525156143093e+01
1.683303973380309224e-02,8.018975437955533891e+01
1.702877275396359399e-02,6.515831798051920032e+01
1.722450577412409575e-02,3.550571835863842551e+01
1.742023879428459751e-02,3.528565456246298737e+01
1.761597181444509580e-02,2.804123892065650381e+01
1.781170483460559756e-02,3.338220671927753358e+01
1.800743785476609932e-02,5.921054653187164973e+01
1.820317087492660107e-02,2.907612320568930642e+01
1.839890389508710283e-02,3.832145640700783673e+01
1.859463691524760112e-02,4.454884659154425464e+01
1.879036993540810288e-02,3.362350029450497146e+01
1.898610295556860464e-02,4.623918226377815444e+01
1.918183597572910640e-02,6.337623172885037093e+01
1.937756899588960816e-02,9.466156268761210413e+01
1.957330201605010644e-02,7.274664663273370024e+01
1.976903503621060820e-02,6.825500543578299073e+01
1.996476805637110996e-02,6.604098501995382264e+01
2.016050107653161172e-02,5.105628522460789753e+01
2.035623409669211348e-02,3.296480291796794404e+01
2.055196711685261177e-02,7.018636439080104594e+01
2.074770013701311352e-02,5.492863475509260240e+01
2.094343315717361528e-02,9.141574112107618078e+01
2.113916617733411704e-02,7.705264598479860183e+01
2.133489919749461880e-02,7.045158505340006627e+01
2.153063221765512056e-02,5.496932339046699667e+01
2.172636523781561885e-02,7.062695930374114539e+01
