Freq,Magnitude
0.000000000000000000e+00,6.056999999999999091e+03
1.650982334489021065e-04,1.374021492460568936e+02
3.301964668978042130e-04,1.062942750074185199e+02
4.952947003467062653e-04,1.017217303189442106e+02
6.603929337956084260e-04,1.205559825413546946e+02
8.254911672445105868e-04,1.234018746121265764e+02
9.905894006934125307e-04,1.015128239914202339e+02
1.155687634142314691e-03,9.565509171669191346e+01
1.320785867591216852e-03,1.091573229253807398e+02
1.485884101040119013e-03,1.277656218086416544e+02
1.650982334489021174e-03,9.738815632898771923e+01
1.816080567937923117e-03,5.532998074690729595e+01
1.981178801386825061e-03,8.055243973822399539e+01
2.146277034835727439e-03,4.940817007059851562e+01
2.311375268284629383e-03,3.845132517853691922e+01
2.476473501733531760e-03,5.340940133014895252e+01
2.641571735182433704e-03,5.738536085960019051e+01
2.806669968631335648e-03,5.390959309417847578e+01
2.971768202080238026e-03,5.701675532367008969e+01
3.136866435529139970e-03,8.372460118632619697e+01
3.301964668978042347e-03,5.138652243488244409e+01
3.467062902426944291e-03,6.567482085979092687e+01
3.632161135875846235e-03,3.677028728676673808e+01
3.797259369324748612e-03,7.116999418808696021e+01
3.962357602773650123e-03,5.875414045692710374e+01
4.127455836222552500e-03,6.565983702707463010e+01
4.292554069671454878e-03,5.474300109762058497e+01
4.457652303120357255e-03,1.103283809910005999e+02
4.622750536569258765e-03,6.278415458144324646e+01
4.787848770018161143e-03,6.547691238048085438e+01
4.952947003467063521e-03,6.601313155189234294e+01
5.118045236915965031e-03,5.857322471450626722e+01
5.283143470364867408e-03,6.939586761296243367e+01
5.448241703813769786e-03,3.874278875991529958e+01
5.613339937262671296e-03,8.154179484731065486e+01
5.778438170711573674e-03,7.566382062310532319e+01
5.943536404160476051e-03,7.935386401914676924e+01
6.108634637609377561e-03,4.302434820945140359e+01
6.273732871058279939e-03,4.789060965645145274e+01
6.438831104507182317e-03,4.625101650322981328e+01
6.603929337956084694e-03,6.823514911791941984e+01
6.769027571404986204e-03,3.986890368391325978e+01
6.934125804853888582e-03,4.597610419700477280e+01
7.099224038302790959e-03,5.049093944568395642e+01
7.264322271751692470e-03,6.353890039858156058e+01
7.429420505200594847e-03,8.216191506932813127e+01
7.594518738649497225e-03,4.865522829833710006e+01
7.759616972098398735e-03,5.800694902263093411e+01
7.924715205547300245e-03,5.725337100221329933e+01
8.089813438996203490e-03,7.438699070333910868e+01
8.254911672445105000e-03,7.625812762434382819e+01
8.420009905894008245e-03,4.939831222821357670e+01
8.585108139342909755e-03,3.204851527251886978e+01
8.750206372791811266e-03,5.004036855339433743e+01
8.915304606240714511e-03,4.137625484588053837e+01
9.080402839689616021e-03,4.462162611989726457e+01
9.245501073138517531e-03,4.157877947699530807e+01
9.410599306587420776e-03,5.223143935118130088e+01
9.575697540036322286e-03,6.288235072977540341e+01
9.740795773485223796e-03,4.264188202638483460e+01
9.905894006934127041e-03,1.583080788404024020e+01
1.007099224038302855e-02,2.751446115755815569e+01
1.023609047383193006e-02,1.805013450597995828e+01
1.040118870728083331e-02,4.041201558715018649e+01
1.056628694072973482e-02,2.118862690219045675e+01
1.073138517417863633e-02,3.060530843761565478e+01
1.089648340762753957e-02,2.532372867253492643e+01
1.106158164107644108e-02,2.304142894770811978e+01
1.122667987452534259e-02,2.859053666025023333e+01
1.139177810797424584e-02,2.950250952094240375e+01
1.155687634142314735e-02,4.188695514312026091e+01
1.172197457487204886e-02,4.975706338090538594e+01
1.188707280832095210e-02,4.179656935845284949e+01
1.205217104176985361e-02,2.911367374146002618e+01
1.221726927521875512e-02,3.391512427427379350e+01
1.238236750866765837e-02,2.498727334863877303e+01
1.254746574211655988e-02,4.286170873883979482e+01
1.271256397556546139e-02,4.928143919114916116e+01
1.287766220901436463e-02,3.450947708643802514e+01
1.304276044246326614e-02,5.275573760362233600e+01
1.320785867591216939e-02,4.064940944845078974e+01
1.337295690936107090e-02,3.006713415167380177e+01
1.353805514280997241e-02,3.701523056736128581e+01
1.370315337625887565e-02,3.870592991484880940e+01
1.386825160970777716e-02,2.578265280793362635e+01
1.403334984315667867e-02,5.023657607248786405e+01
1.419844807660558192e-02,5.980691891453695064e+01
1.436354631005448343e-02,4.242881695789554186e+01
1.452864454350338494e-02,3.775218041978946815e+01
1.469374277695228818e-02,4.114786550027523049e+01
1.485884101040118969e-02,6.500179667858095911e+01
1.502393924385009120e-02,6.383859490711495255e+01
1.518903747729899445e-02,1.701813083953260275e+01
1.535413571074789596e-02,1.843589043006525330e+01
1.551923394419679747e-02,4.027049926991273310e+01
1.568433217764569898e-02,2.891999613537153380e+01
1.584943041109460049e-02,3.693606889632864210e+01
1.601452864454350547e-02,4.438509874897952301e+01
1.617962687799240698e-02,1.928968971408380284e+01
1.634472511144130849e-02,4.736185426480823679e+01
1.650982334489021000e-02,2.605444555572457332e+01
1.667492157833911151e-02,5.188914585285485970e+01
1.684001981178801649e-02,6.723475747480405573e+01
1.700511804523691800e-02,1.773390926066375428e+01
1.717021627868581951e-02,1.340828602277170845e+01
1.733531451213472102e-02,2.442574773071198990e+01
1.750041274558362253e-02,3.063013128836601595e+01
1.766551097903252404e-02,2.063691044394108687e+01
1.783060921248142902e-02,2.184304402768287545e+01
1.799570744593033053e-02,3.495378817466020394e+01
1.816080567937923204e-02,4.203250644725407170e+01
1.832590391282813355e-02,4.234383668165714454e+01
1.849100214627703506e-02,1.639028215063755312e+01
1.865610037972593657e-02,1.837997717586531721e+01
1.882119861317484155e-02,1.720129617904608921e+01
1.898629684662374306e-02,5.857170464718411296e+01
1.915139508007264457e-02,4.245754371871732502e+01
1.931649331352154608e-02,1.942767298556933753e+01
1.948159154697044759e-02,2.265330563773760275e+01
1.964668978041934910e-02,1.740587705973432620e+01
1.981178801386825408e-02,1.720810396653638463e+01
1.997688624731715559e-02,2.353220599479596586e+01
2.014198448076605710e-02,3.903810686401476460e+01
2.030708271421495861e-02,2.017297523031546902e+01
2.047218094766386012e-02,3.884529540668519587e+01
2.063727918111276163e-02,2.474195276792709919e+01
2.080237741456166661e-02,2.000892059335844664e+01
2.096747564801056812e-02,3.084362182949888975e+01
2.113257388145946963e-02,3.664188599114326905e+01
2.129767211490837114e-02,2.931077903320024447e+01
2.146277034835727265e-02,2.481948203306776080e+01
2.162786858180617763e-02,4.014988744528221076e+01
2.179296681525507914e-02,1.051687672847723753e+01
2.195806504870398065e-02,2.474076314667446397e+01
2.212316328215288216e-02,3.383475960455186282e+01
2.228826151560178367e-02,1.878200580033205469e+01
2.245335974905068518e-02,4.114740920045707639e+01
2.261845798249959016e-02,2.612368930973055114e+01
2.278355621594849167e-02,2.412262068663639880e+01
2.294865444939739318e-02,2.350502835631984411e+01
2.311375268284629469e-02,3.564766166489919641e+01
2.327885091629519621e-02,4.169638022800241117e+01
2.344394914974409772e-02,4.581419006767821145e+01
2.360904738319300269e-02,4.450495128153271907e+01
2.377414561664190421e-02,3.235171351625636760e+01
2.393924385009080572e-02,4.288971898700566499e+01
2.410434208353970723e-02,2.926198190007587741e+01
2.426944031698860874e-02,4.991897335422392956e+01
2.443453855043751025e-02,2.833165257540228765e+01
2.459963678388641523e-02,2.199661947894632164e+01
2.476473501733531674e-02,2.308807964171305827e+01
2.492983325078421825e-02,2.941195935134075867e+01
2.509493148423311976e-02,2.609890325450217574e+01
2.526002971768202127e-02,2.172454870271054261e+01
2.542512795113092278e-02,2.626657005396947397e+01
2.559022618457982776e-02,3.538729871358465573e+01
2.575532441802872927e-02,4.862542120624505770e+01
2.592042265147763078e-02,1.793209510116076899e+01
2.608552088492653229e-02,2.148410177154709189e+01
2.625061911837543380e-02,2.600719909664990581e+01
2.641571735182433878e-02,2.465575660906844746e+01
2.658081558527324029e-02,2.563440181862332423e+01
2.674591381872214180e-02,2.479637350464102141e+01
2.691101205217104331e-02,2.061947374757342644e+01
2.707611028561994482e-02,1.567869223342481355e+01
2.724120851906884633e-02,3.270237752789920904e+01
2.740630675251775131e-02,1.554451572656898506e+01
2.757140498596665282e-02,3.665900460380366610e+01
2.773650321941555433e-02,2.988023730069637551e+01
2.790160145286445584e-02,3.780042234392590217e+01
2.806669968631335735e-02,4.689162080318840253e+01
2.823179791976225886e-02,1.810850133587937805e+01
2.839689615321116384e-02,1.992782701655846722e+01
2.856199438666006535e-02,4.647474818014849518e+01
2.872709262010896686e-02,1.829836339783154742e+01
2.889219085355786837e-02,3.544591986958207031e+01
2.905728908700676988e-02,3.162762219946362308e+01
2.922238732045567139e-02,2.194199693233890969e+01
2.938748555390457637e-02,5.272391561762551504e+01
2.955258378735347788e-02,2.117378476416709887e+01
2.971768202080237939e-02,3.551603478566283911e+01
2.988278025425128090e-02,3.247303472422025550e+01
3.004787848770018241e-02,3.846194518294758069e+01
3.021297672114908392e-02,4.070607812984130902e+01
3.037807495459798890e-02,1.192292892269566096e+01
3.054317318804689041e-02,3.874556065734837773e+01
3.070827142149579192e-02,2.471876836802643851e+01
3.087336965494469343e-02,4.431531292392909904e+01
3.103846788839359494e-02,4.987959279962436199e+01
3.120356612184249645e-02,3.905901598324329171e+01
3.136866435529139796e-02,3.708617175294016022e+01
3.153376258874029947e-02,2.848587717190768487e+01
3.169886082218920098e-02,3.556532667542624893e+01
3.186395905563810943e-02,3.054861090931015966e+01
3.202905728908701094e-02,6.784195371382097051e+01
3.219415552253591245e-02,4.100746508392966660e+01
3.235925375598481396e-02,4.983931114426682996e+01
3.252435198943371547e-02,3.243805980061026872e+01
3.268945022288261698e-02,4.043814853827175426e+01
3.285454845633151849e-02,4.344369936584139680e+01
3.301964668978042000e-02,4.207496673821822242e+01
